label,sequence,phi,phi_over_pi,policy,metric_name,n_points,T_min,T_max,limit_estimate_deg1,rmse_deg1,limit_estimate_deg2,rmse_deg2
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,scaled,P0bar,7,6000,24000,0.2106275913205458,2.7499880310855534e-05,0.2106680997050221,2.6519615354814326e-05
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,fixed,v_fit,7,6000,24000,-0.011149794076519516,3.541401822484187e-08,-0.011149654935322155,2.5087630756466517e-08
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,fixed,deltaP_late_mean,7,6000,24000,-0.033848632651482455,6.169690387513357e-05,-0.033625804716615186,4.694900901027582e-05
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,fixed,w_loc3,7,6000,24000,0.9200107494527073,9.033205257995038e-11,0.9200107489585153,1.6692115904698392e-11
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,fixed,w_loc5,7,6000,24000,0.9203192162832031,2.612956139575044e-10,0.9203192177376766,2.760141076509652e-12
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,fixed,P0bar,7,6000,24000,0.4237628005186222,1.3918485819765964e-07,0.4237635753074477,7.652928034960149e-10
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,scaled,v_fit,7,6000,24000,-0.011150052866572805,7.216147706423501e-07,-0.011146392776057758,2.9736394767894956e-07
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,scaled,deltaP_late_mean,7,6000,24000,-0.03359400652444661,0.00017689546480707398,-0.0340667459440908,0.00015517775969962541
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,scaled,w_loc3,7,6000,24000,0.9200107547738876,3.3705753953361345e-08,0.9200107043818541,3.24673962742822e-08
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,scaled,w_loc5,7,6000,24000,0.9203192176172273,2.95447182346887e-10,0.920319217377374,2.922884431380806e-10
pp_primary_right_T6000,B,1.7740083011411747,0.5646843804253472,scaled,P0bar,7,6000,24000,0.4237547335470898,5.532637298904165e-05,0.42383623156547295,5.33541938584375e-05
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,fixed,v_fit,7,6000,24000,0.08418899773768926,9.521483663345584e-07,0.0841942134614107,1.6944094859108382e-07
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,fixed,deltaP_late_mean,7,6000,24000,0.26383279609087273,1.2814065079477714e-05,0.26377794273391464,8.191593148637779e-06
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,fixed,w_loc3,7,6000,24000,0.1002014821360169,2.7880466778838573e-06,0.1001972558621301,2.6826871422428332e-06
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,fixed,w_loc5,7,6000,24000,0.11379002886167942,3.6663517318191284e-06,0.11378452145323127,3.5303433651320084e-06
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,fixed,P0bar,7,6000,24000,0.019974064596984375,1.2691476406644292e-06,0.019971008421922738,1.1442568259728933e-06
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,scaled,v_fit,7,6000,24000,0.08420302505779294,7.022933739099971e-06,0.08417506006850976,4.90763137493821e-06
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,scaled,deltaP_late_mean,7,6000,24000,0.26372240789311385,5.1731019013805995e-05,0.26388519975494185,4.2671942742934674e-05
pp_primary_right_T6000,ABB,1.7740083011411747,0.5646843804253472,scaled,w_loc3,7,6000,24000,0.10016193224796827,2.2290063961350568e-05,0.10025418092485786,1.490744210494147e-05
